0.001360	3.039533	2
3.039533	3.175739	0
3.175739	5.101360	1
5.101360	5.601360	0
5.601360	7.301360	2
7.301360	8.201360	0
8.201360	9.957328	1
9.957328	10.601360	0
10.601360	12.401360	2
12.401360	13.143039	0
13.143039	14.901360	1
14.901360	15.435843	0
15.435843	17.176255	2
17.176255	18.001360	0
18.001360	19.469059	1
19.469059	20.201360	0
20.201360	21.958605	2
21.958605	22.701360	0
22.701360	24.101360	1
24.102099	25.001360	0
25.001360	26.672852	2
26.672852	27.401360	0
27.401360	28.973223	1
28.973223	29.639120	0
29.639120	31.387099	2
31.387099	32.030295	0
32.030295	33.601360	1
33.601360	34.179326	0
34.179326	35.692728	2
35.692728	36.487264	0
36.487264	37.901360	1
37.901360	38.568192	0
38.568192	40.164831	2
40.164831	40.901360	0
40.901360	42.480336	1
42.480336	43.101360	0
43.101360	44.546129	2
44.546129	45.363366	0
45.363366	46.701360	1
46.701360	47.401360	0
47.401360	48.776088	2
48.776088	49.601360	0
49.601360	50.675407	1
50.675407	51.601360	0
51.601360	52.901360	2
52.901360	53.838417	0
53.838417	54.875098	1
54.875098	55.801360	0
55.801360	57.201360	2
57.201360	58.030541	0
58.030541	59.271530	1
59.271530	60.201360	0
60.201360	61.571901	2
61.571901	62.401360	0
62.401360	63.501360	1
63.501360	64.583571	0
64.583571	65.786725	2
65.786725	67.001360	0
67.001360	68.367076	1
68.367076	69.048107	0
69.048107	70.531241	2
70.531241	71.310643	0
71.310643	72.701360	1
72.701360	73.501360	0
73.501360	75.147116	2
75.147116	75.801360	0
75.801360	77.301360	1
77.301360	78.113384	0
78.113384	79.588951	2
79.588951	80.301360	0
80.301360	81.382332	1
81.382332	82.501360	0
82.501360	83.701360	2
83.701360	84.601360	0
84.601360	85.801360	1
85.801360	86.801360	0
86.801360	88.001360	2
88.001360	88.901360	0
88.901360	90.101360	1
90.101360	91.101360	0
91.101360	92.309094	2
92.309094	93.323074	0
93.323074	94.501360	1
94.501360	95.388867	0
95.388867	96.501360	2
96.501360	97.601360	0
97.601360	98.601360	1
98.601360	99.528022	0
99.528022	100.601360	2
100.601360	101.904063	0
101.904063	102.901360	1
102.901360	104.022825	0
104.022825	105.384887	2
105.384887	106.217258	0
106.217258	107.501360	1
107.501360	108.401360	0
108.401360	109.773753	2
109.773753	110.575856	0
110.575856	111.673072	1
111.673072	112.558412	0
112.558412	113.950742	2
113.950742	114.616639	0
114.616639	115.986268	1
115.986268	116.788371	0
116.788371	118.301360	2
118.301360	119.300618	0
