30.000000	2.686244	0
2.688000	4.867474	4
4.867474	5.202602	0
5.202602	7.136698	3
7.136698	7.475164	0
7.475164	9.812000	4
9.812000	10.213100	0
10.213100	12.163314	3
12.163314	12.688000	0
12.688000	14.962380	4
14.962380	15.429786	0
15.429786	17.188000	3
17.188000	17.852779	0
17.852779	20.188000	4
20.188000	21.156859	0
21.156859	22.924408	3
22.924408	23.438000	0
23.438000	25.812000	4
25.812000	26.287585	0
26.287585	28.438000	3
28.438000	28.952340	0
28.952340	31.188000	4
31.188000	31.719171	0
31.719171	33.688000	3
33.688000	34.142163	0
34.142163	36.312000	4
36.312000	37.000327	0
37.000327	39.025755	3
39.025755	39.562000	0
39.562000	41.938000	4
41.938000	42.254621	0
42.254621	44.562000	3
44.562000	45.026825	0
45.026825	47.347740	4
47.347740	47.812000	0
47.812000	49.915789	3
49.915789	50.312000	0
50.312000	52.562000	4
52.562000	52.935128	0
52.935128	55.062000	3
55.062000	55.460197	0
55.460197	57.668290	4
57.668290	58.062000	0
58.062000	60.370651	3
60.370651	60.741353	0
60.741353	63.008543	4
63.008543	63.411480	0
63.411480	65.555103	3
65.555103	66.062000	0
66.062000	68.176877	4
68.176877	68.714126	0
68.714126	70.938000	3
70.938000	71.583035	0
71.583035	74.062000	4
74.062000	74.317631	0
74.317631	76.438000	3
76.438000	76.812000	0
76.812000	78.862756	4
78.862756	79.185106	0
79.185106	81.151436	3
81.151436	81.812000	0
81.812000	83.988110	4
83.988110	84.546849	0
84.546849	86.615257	3
86.615257	87.136388	0
87.136388	89.253149	4
89.253149	89.699065	0
89.699065	91.848061	3
91.848061	92.277860	0
92.277860	94.438000	4
94.438000	94.878144	0
94.878144	97.032512	3
97.032512	97.591251	0
97.591251	99.718756	4
99.718756	100.223770	0
100.223770	101.938000	3
101.938000	102.759584	0
102.759584	104.602348	4
104.602348	105.096617	0
105.096617	107.084437	3
107.084437	107.530354	0
107.530354	109.550410	4
109.550410	109.985581	0
109.985581	112.301124	3
112.301124	112.666453	0
112.666453	114.761723	4
114.761723	115.336580	0
115.336580	117.812000	3
117.812000	118.269958	0
118.269958	120.778910	4
120.778910	122.375000	0
