0.000000	0.451979	0
0.451979	1.295673	3
1.295673	2.350291	0
2.350291	3.585701	4
3.585701	4.399263	0
4.399263	5.664805	3
5.664805	6.237312	0
6.237312	7.593249	4
7.593249	9.039582	0
9.039582	10.124332	3
10.124332	10.847499	0
10.847499	12.113040	4
12.113040	13.107394	0
13.107394	14.101748	3
14.101748	14.885179	0
14.885179	16.060324	4
16.060324	17.325866	0
17.325866	18.440748	3
18.440748	19.163914	0
19.163914	20.369192	4
20.369192	21.363546	0
21.363546	22.779747	3
22.779747	23.442650	0
23.442650	24.587664	4
24.587664	25.702546	0
25.702546	27.058483	3
27.058483	27.992573	0
27.992573	29.077323	4
29.077323	30.342864	0
30.342864	31.457746	3
31.457746	32.211045	0
32.211045	33.325927	4
33.325927	34.320281	0
34.320281	35.465294	3
35.465294	36.700704	0
36.700704	37.695058	4
37.695058	38.809940	0
38.809940	39.894690	3
39.894690	40.678120	0
40.678120	41.732738	4
41.732738	42.968148	0
42.968148	44.022766	3
44.022766	45.017120	0
45.017120	46.041606	4
46.041606	47.277015	0
47.277015	48.482293	3
48.482293	49.416383	0
49.416383	50.501133	4
50.501133	51.555751	0
51.555751	52.881556	3
52.881556	54.056702	0
54.056702	55.261979	4
55.261979	56.226202	0
56.226202	57.431479	3
57.431479	58.606625	0
58.606625	60.113222	4
60.113222	61.197972	0
61.197972	62.282722	3
62.282722	63.277076	0
63.277076	64.602881	4
64.602881	65.717763	0
65.717763	67.043568	3
67.043568	67.977659	0
67.977659	69.213068	4
69.213068	70.327950	0
70.327950	71.503096	3
71.503096	72.979561	0
72.979561	74.425894	4
74.425894	75.329852	0
75.329852	76.595394	3
76.595394	77.740407	0
77.740407	79.066213	4
79.066213	80.030435	0
80.030435	80.934393	3
80.934393	82.139671	0
82.139671	83.314816	4
83.314816	84.851545	0
84.851545	86.056823	3
86.056823	87.051177	0
87.051177	88.105795	4
88.105795	89.311073	0
89.311073	90.335559	3
90.335559	91.239517	0
91.239517	92.264003	4
92.264003	93.439149	0
93.439149	94.584162	3
94.584162	95.849704	0
95.849704	97.024849	4
97.024849	98.109599	0
98.109599	99.224481	3
99.224481	100.429759	0
100.429759	101.514509	4
101.514509	102.629390	0
102.629390	103.684008	3
103.684008	104.859154	0
104.859154	106.004168	4
106.004168	107.299841	0
107.299841	108.565383	3
108.565383	109.650133	0
109.650133	111.036202	4
111.036202	112.090820	0
112.090820	113.326229	3
113.326229	114.049396	0
114.049396	115.164278	4
115.164278	116.249028	0
116.249028	117.424173	3
117.424173	118.539055	0
118.539055	119.774465	4
119.774465	120.949611	0
120.949611	122.185020	3
122.185020	123.058846	0
123.058846	124.354520	4
124.354520	125.057583	0
