0.0000	    2.4250	    0
2.4250	    2.7250	    1
2.7250	    3.3250	    0
3.3250	    4.6750	    2
4.6750	    5.4250	    0
5.4250	    6.7750	    1
6.7750	    7.2250	    0
7.2250	    8.7250	    2
8.7250	    9.4750	    0
9.4750	    10.5833	    1
10.5833	    11.1250	    0
11.1250	    12.6250	    2
12.6250	    13.0750	    0
13.0750	    13.9750	    1
13.9750	    14.5750	    0
14.5750	    15.4750	    2
15.4750	    15.9250	    0
15.9250	    16.8250	    1
16.8250	    17.2750	    0
17.2750	    18.4750	    2
18.4750	    19.0286	    0
19.0286	    20.0442	    1
20.0442	    20.4504	    0
20.4504	    21.7653	    2
21.7653	    22.2250	    0
22.2250	    23.2750	    1
23.2750	    23.7250	    0
23.7250	    24.9082	    2
24.9082	    25.3679	    0
25.3679	    26.4048	    1
26.4048	    26.8538	    0
26.8538	    27.8694	    2
27.8694	    28.5250	    0
28.5250	    29.5371	    1
29.5371	    29.9968	    0
29.9968	    31.1620	    2
31.1620	    31.5789	    0
31.5789	    32.8083	    1
32.8083	    33.3250	    0
33.3250	    34.5250	    2
34.5250	    35.1601	    0
35.1601	    36.3467	    1
36.3467	    36.7750	    0
36.7750	    38.0893	    2
38.0893	    38.4848	    0
38.4848	    39.5752	    1
39.5752	    40.0669	    0
40.0669	    41.1250	    2
41.1250	    41.8950	    0
41.8950	    42.8999	    1
42.8999	    43.5733	    0
43.5733	    44.7250	    2
44.7250	    45.4750	    0
45.4750	    46.7590	    1
46.7590	    47.0797	    0
47.0797	    48.3250	    2
48.3250	    49.4102	    0
49.4102	    50.5750	    1
50.5750	    51.1750	    0
51.1750	    52.3500	    2
52.3500	    53.2750	    0
53.2750	    54.1750	    1
54.1750	    54.8194	    0
54.8194	    55.9750	    2
55.9750	    56.5294	    0
56.5294	    57.5272	    1
57.5272	    57.8371	    0
57.8371	    59.0595	    2
59.0595	    59.6302	    0
59.6302	    60.8321	    1
60.8321	    61.1533	    0
61.1533	    62.3779	    2
62.3779	    62.8919	    0
62.8919	    64.0107	    1
64.0107	    64.2753	    0
64.2753	    65.4250	    2
65.4250	    65.8750	    0
65.8750	    66.8529	    1
66.8529	    67.2762	    0
67.2762	    68.5084	    2
68.5084	    69.1018	    0
69.1018	    70.1109	    1
70.1109	    70.5115	    0
70.5115	    71.5750	    2
71.5750	    72.2955	    0
72.2955	    73.1497	    1
73.1497	    73.5250	    0
73.5250	    74.5443	    2
74.5443	    75.4287	    0
75.4287	    76.3623	    1
76.3623	    76.9750	    0
76.9750	    78.1387	    2
78.1387	    78.7321	    0
78.7321	    79.8886	    1
79.8886	    80.3308	    0
80.3308	    81.6764	    2
81.6764	    82.0694	    0
82.0694	    83.2638	    1
83.2638	    83.5750	    0
83.5750	    84.7529	    2
84.7529	    85.2367	    0
85.2367	    86.3555	    1
86.3555	    86.8128	    0
86.8128	    87.9250	    2
87.9250	    89.0503	    0
89.0503 	90.1010	    1
90.1010 	90.6250	    0
90.6250	    91.8925	    2
91.8925	    92.3952	    0
92.3952	    93.4043	    1
93.4043	    93.9410	    0
93.9410	    94.9750	    2
94.9750	    95.5750	    0
95.5750	    96.6094	    1
96.6094 	96.9080	    0
96.9080 	97.9750	    2
97.9750	    98.4765	    0
98.4765	    99.5386	    1
99.5386 	99.7750	    0
99.7750	    100.7745	2
100.7745	101.3792	0
101.3792	102.1654	1
102.1654	102.4224	0
102.4224	103.3333	2
103.3333	104.1723	0
104.1723	105.1750	1
105.1750	105.6010	0
105.6010	106.6064	2
106.6064	107.4250	0
107.4250	108.4168	1
108.4168	109.0328	0
109.0328	110.1250	2
110.1250	110.7488	0
110.7488	111.7390	1
111.7390	112.1321	0
112.1321	113.2849	2
113.2849	114.0332	0
114.0332	115.0575	1
115.0575	115.4619	0
115.4619	116.6146	2
116.6146	117.4461	0
117.4461	118.3910	1
118.3910	118.9429	0
118.9429	120.3250	2
120.3250	121.2408	0
