0.000000	0.221563	0
0.221563	1.689418	4
1.689418	2.342237	0
2.342237	3.529182	3
3.529182	3.881309	0
3.881309	5.063681	4
5.063681	5.317511	0
5.317511	6.291341	3
6.291341	6.497614	0
6.497614	7.635445	4
7.635445	8.043247	0
8.043247	9.155880	3
9.155880	9.378788	0
9.378788	10.656353	4
10.656353	11.193247	0
11.193247	12.529449	3
12.529449	13.078403	0
13.078403	14.503044	4
14.503044	15.350733	0
15.350733	16.441819	3
16.441819	16.923015	0
16.923015	18.327438	4
18.327438	19.043638	0
19.043638	20.310976	3
20.310976	20.817351	0
20.817351	22.090284	4
22.090284	22.898807	0
22.898807	24.300432	3
24.300432	24.971869	0
24.971869	26.373494	4
26.373494	27.243247	0
27.243247	28.293247	3
28.293247	28.743247	0
28.743247	30.385331	4
30.385331	30.883314	0
30.883314	32.193247	3
32.193247	32.847268	0
32.847268	34.443247	4
34.443247	35.193247	0
35.193247	36.279991	3
36.279991	36.811545	0
36.811545	38.190789	4
38.190789	39.004907	0
39.004907	40.317007	3
40.317007	40.761834	0
40.761834	42.255782	4
42.255782	42.753764	0
42.753764	44.096639	3
44.096639	44.334439	0
44.334439	45.693247	4
45.693247	46.718042	0
46.718042	47.895854	3
47.895854	49.079262	4
49.079262	50.128383	0
50.128383	51.364947	3
51.364947	51.809774	0
51.809774	53.172232	4
53.172232	53.969563	0
53.969563	55.298450	3
55.298450	55.466309	0
55.466309	57.041389	4
57.041389	58.070926	0
58.070926	59.480944	3
59.480944	59.699161	0
59.699161	61.204299	4
61.204299	62.505209	0
62.505209	63.543247	3
63.543247	64.094277	0
64.094277	65.465128	4
65.465128	66.693247	0
66.693247	68.080935	3
68.080935	68.553739	0
68.553739	69.835065	4
69.835065	71.474491	0
71.474491	72.831354	3
72.831354	73.396480	0
73.396480	74.940786	4
74.940786	75.729724	0
75.729724	76.913132	3
76.913132	77.201291	0
77.201291	78.793157	4
78.793157	79.850670	0
79.850670	81.148782	3
81.148782	81.962900	0
81.962900	83.258214	4
83.258214	84.217810	0
84.217810	85.356455	3
85.356455	85.692174	0
85.692174	87.243247	4
87.243247	88.266017	0
88.266017	89.309542	3
89.309542	89.648058	0
89.648058	91.139208	4
91.139208	91.743247	0
91.743247	92.999649	3
92.999649	93.511620	0
93.511620	95.137057	4
95.137057	96.063081	0
96.063081	97.548636	3
97.548636	97.912331	0
97.912331	99.456637	4
99.456637	100.443247	0
100.443247	101.468151	3
101.468151	101.907383	0
101.907383	102.643166	4
102.643166	104.363724	0
104.363724	105.457607	3
105.457607	105.843247	0
105.843247	107.348822	4
107.348822	108.154546	0
108.154546	109.391110	3
109.391110	109.894688	0
109.894688	111.385838	4
111.385838	112.146800	0
112.146800	113.305029	3
113.305029	113.937299	0
113.937299	115.554344	4
115.554344	116.214590	0
116.214590	117.397999	3
117.397999	117.854016	0
117.854016	119.493247	4
119.493247	119.840351	0
119.840351	121.143247	3
121.143247	121.593247	0
121.593247	123.446529	4
123.446529	123.766542	0
